gcc -c archivo.c -o archivo.o 
gcc -c ciudades.c -o ciudades.o 
gcc -c main.c -o main.o 
gcc -o main archivo.o ciudades.o main.o -lm
./main
22978,C,37333
37333,D,26614
26614,B,14611
14611,B,19134
19134,A,13753
13753,A,1001
1001,A,35510
35510,A,24121
24121,B,24384
24384,A,38613
38613,D,15972
15972,A,14985
14985,C,19472
19472,C,2621
2621,B,7239
7239,C,14298
14298,A,31795
31795,A,37550
37550,D,3769
3769,A,29713
29713,B,37529
37529,A,17285
17285,D,40379
40379,A,30062
30062,A,25098
25098,C,7402
7402,B,9730
9730,A,1060
1060,A,35721
35721,D,26986
26986,B,23208
23208,C,32046
32046,D,12602
12602,C,36992
36992,D,10187
10187,D,25527
25527,C,37171
37171,A,4694
4694,D,8652
8652,D,20559
20559,A,2301
2301,C,23788
23788,D,34706
34706,C,20933
20933,B,25580
25580,A,962
962,B,34390
34390,B,16373
16373,A,37653
37653,A,37323
37323,C,5087
5087,C,34175
34175,A,13617
13617,B,4459
4459,C,23236
23236,A,37857
37857,D,11017
11017,A,32118
32118,B,38074
38074,D,5734
5734,D,18105
18105,C,516
516,B,36912
36912,C,29851
29851,A,16272
16272,B,6113
6113,C,14381
14381,C,12438
12438,B,9953
9953,B,22174
22174,B,32128
32128,B,11399
11399,A,4967
4967,A,25829
25829,A,31459
31459,B,29670
29670,B,25930
25930,B,24845
24845,C,5052
5052,B,22577
22577,B,21162
21162,A,9272
9272,D,15748
15748,C,33903
33903,B,12861
12861,C,38098
38098,C,30753
30753,A,22999
22999,C,29213
29213,D,27820
27820,D,27855
27855,B,6326
6326,B,7113
7113,B,23761
23761,A,35278
35278,B,22495
22495,C,28990
28990,C,8669
8669,D,34042
34042,D,38052
38052,D,29944
29944,A,25167
25167,A,8463
8463,D,34019
34019,B,9999
9999,A,39010
39010,A,22688
22688,C,35019
35019,B,22858
22858,D,26845
26845,D,16601
16601,D,3027
3027,D,35213
35213,D,31441
31441,B,36007
36007,B,7086
7086,B,28533
28533,D,25758
25758,B,407
407,D,16746
16746,D,12579
12579,B,316
316,A,601
601,A,18781
18781,C,38858
38858,A,16436
16436,C,40349
40349,A,26847
26847,C,24187
24187,B,33386
33386,D,23892
23892,C,13131
13131,C,17555
17555,D,31432
31432,B,6148
6148,D,26627
26627,A,29434
29434,C,583
583,B,20642
20642,B,11296
11296,B,13746
13746,A,36306
36306,A,13396
13396,A,7956
7956,D,26745
26745,B,8399
8399,B,14108
14108,A,14278
14278,B,33206
33206,D,2276
2276,D,30078
30078,A,4798
4798,A,17353
17353,A,11245
11245,A,22628
22628,C,15205
15205,A,26730
26730,C,21968
21968,C,1054
1054,D,9921
9921,A,14351
14351,B,23985
23985,B,22097
22097,C,30946
30946,A,14415
14415,C,27292
27292,B,16576
16576,A,2850
2850,A,14193
14193,C,36250
36250,C,13185
13185,B,26974
26974,C,31550
31550,C,25615
25615,C,33967
33967,C,17297
17297,A,33048
33048,D,932
932,C,30603
30603,B,25251
25251,C,862
862,C,19680
19680,B,29079
29079,C,24773
24773,C,29949
29949,B,560
560,A,38997
38997,C,15681
15681,A,31692
31692,C,39077
39077,B,24622
24622,A,5054
5054,D,22065
22065,C,5725
5725,C,35000
35000,A,35490
35490,B,32018
32018,D,10585
10585,A,37355
37355,B,5221
5221,B,5831
5831,C,9552
9552,D,31191
31191,D,36371
36371,B,34161
34161,B,24154
24154,B,12677
12677,B,26206
26206,A,30244
30244,A,2279
2279,C,10460
10460,D,37641
37641,C,20950
20950,D,38521
38521,B,21417
21417,A,9899
9899,A,8246
8246,C,19407
19407,C,24568
24568,A,38913
38913,A,17476
17476,A,8193
8193,A,2985
2985,A,38517
38517,C,12907
12907,C,36952
36952,A,33002
33002,D,3923
3923,B,6551
6551,A,29351
29351,B,8129
8129,C,11365
11365,D,37880
37880,A,38280
38280,C,6732
6732,A,31037
31037,B,21437
21437,D,18380
18380,B,16245
16245,B,10680
10680,D,19634
19634,D,25672
25672,A,7316
7316,B,39542
39542,C,23186
23186,C,27689
27689,B,8456
8456,C,30396
30396,A,6103
6103,A,31973
31973,D,28301
28301,A,22533
22533,A,39123
39123,D,30247
30247,A,20044
20044,C,11043
11043,C,26193
26193,A,12043
12043,C,13922
13922,D,31696
31696,B,40329
40329,D,21001
21001,C,2074
2074,A,37202
37202,D,18275
18275,A,7754
7754,A,27236
27236,A,38646
38646,D,25070
25070,B,2491
2491,B,8340
8340,D,3712
3712,A,27090
27090,C,14595
14595,A,2248
2248,C,714
714,A,1286
1286,C,9638
9638,A,38592
38592,A,6324
6324,C,40524
40524,D,25893
25893,A,27775
27775,C,38639
38639,D,15140
15140,B,6826
6826,A,8695
8695,B,40242
40242,B,17790
17790,C,21535
21535,A,30936
30936,C,17111
17111,B,725
725,C,31932
31932,C,13307
13307,A,18728
18728,C,38600
38600,C,39442
39442,A,16366
16366,C,22672
22672,D,40847
40847,C,23616
23616,B,25296
25296,D,26938
26938,A,37112
37112,B,362
362,B,35122
35122,A,37306
37306,D,34992
34992,C,32707
32707,A,2647
2647,B,34507
34507,B,17602
17602,A,29306
29306,D,32138
32138,A,31633
31633,B,495
495,A,39725
39725,B,30866
30866,D,11824
11824,C,20266
20266,C,20801
20801,B,27817
27817,A,20702
20702,A,11731
11731,A,40005
40005,A,38306
38306,D,9325
9325,C,38438
38438,B,13681
13681,B,30868
30868,C,38275
38275,D,36165
36165,C,15167
15167,B,24214
24214,D,32269
32269,D,40481
40481,D,18331
18331,D,28569
28569,D,34468
34468,B,10036
10036,D,30089
30089,A,27970
27970,C,26499
26499,D,18395
18395,A,19106
19106,D,17129
17129,B,12418
12418,A,17824
17824,A,6995
6995,A,23101
23101,C,36940
36940,C,26646
26646,B,9919
9919,C,16648
16648,D,37229
37229,B,8917
8917,D,13947
13947,C,5569
5569,A,6350
6350,A,26475
26475,D,35270
35270,C,3619
3619,D,21634
21634,B,9448
9448,D,26668
26668,C,12902
12902,A,8921
8921,C,4007
4007,B,40297
40297,D,2387
2387,D,12882
12882,A,29385
29385,A,29181
29181,C,38204
38204,D,6789
6789,A,7295
7295,B,14342
14342,A,18037
18037,A,23944
23944,B,20169
20169,A,39956
39956,C,19878
19878,A,5817
5817,C,8889
8889,B,35345
35345,D,2041
2041,D,16630
16630,A,8304
8304,B,6435
6435,D,246
246,A,33585
33585,A,40504
40504,B,24243
24243,D,14225
14225,B,8966
8966,B,9913
9913,B,25937
25937,B,16700
16700,D,12736
12736,C,372
372,B,17902
17902,D,24424
24424,C,13612
13612,B,6083
6083,B,21621
21621,B,19207
19207,B,12183
12183,C,34760
34760,C,36038
36038,B,34916
34916,D,13935
13935,C,34985
34985,D,13801
13801,D,18551
18551,A,2890
2890,A,8142
8142,C,19390
19390,A,18308
18308,A,15238
15238,D,24617
24617,D,38889
38889,A,7821
7821,D,24113
24113,B,22135
22135,D,20828
20828,A,31863
31863,C,30830
30830,A,5768
5768,C,7573
7573,B,2579
2579,C,29762
29762,D,24247
24247,A,25769
25769,A,2386
2386,A,29107
29107,B,6396
6396,C,20359
20359,B,40059
40059,D,39908
39908,A,15392
15392,C,33969
33969,D,12854
12854,C,9374
9374,B,6782
6782,C,30162
30162,D,11033
11033,C,13689
13689,B,8560
8560,D,28095
28095,C,27683
27683,A,31926
31926,C,25977
25977,D,34261
34261,A,15042
15042,D,7118
7118,C,14095
14095,A,5904
5904,B,36685
36685,D,18617
18617,C,12230
12230,D,38016
38016,B,7379
7379,B,35212
35212,D,22787
22787,C,8516
8516,B,23318
23318,B,27927
27927,A,27609
27609,C,22369
22369,A,26827
26827,A,2012
2012,A,15335
15335,D,38414
38414,C,10122
10122,C,20854
20854,C,27575
27575,B,19888
19888,A,33271
33271,D,34866
34866,A,6985
6985,C,19954
19954,D,25790
25790,D,31677
31677,B,13212
13212,D,39552
39552,C,37519
37519,A,26026
26026,A,4474
4474,A,33197
33197,D,3652
3652,C,15421
15421,D,30205
30205,A,9750
9750,A,9629
9629,C,11997
11997,C,16982
16982,B,31650
31650,D,38622
38622,C,3592
3592,A,13024
13024,A,24450
24450,C,4319
4319,A,27062
27062,D,21858
21858,B,13146
13146,C,6923
6923,B,8435
8435,C,31728
31728,C,38876
38876,A,2298
2298,D,37413
37413,B,17837
17837,A,26773
26773,C,28086
28086,C,29741
29741,D,25317
25317,A,24599
24599,C,14769
14769,D,28485
28485,A,16793
16793,B,17115
17115,C,236
236,D,5999
5999,C,25551
25551,C,11232
11232,C,16679
16679,A,1542
1542,D,1882
1882,B,14295
14295,D,3820
3820,D,13583
13583,B,37412
37412,B,6821
6821,A,39308
39308,B,1081
1081,C,18639
18639,C,5247
5247,C,25383
25383,B,9366
9366,B,771
771,D,26355
26355,A,5774
5774,C,19616
19616,D,12130
12130,C,32512
32512,A,8357
8357,C,36098
36098,C,16114
16114,D,21784
21784,C,23584
23584,D,31561
31561,A,37551
37551,A,25162
25162,C,36217
36217,C,22104
22104,C,35046
35046,A,11906
11906,D,22304
22304,B,35583
35583,C,24848
24848,C,24777
24777,B,8178
8178,D,21254
21254,D,30245
30245,B,6480
6480,A,38165
38165,C,7893
7893,D,10373
10373,D,22550
22550,D,15900
15900,A,12135
12135,C,7908
7908,D,20314
20314,C,30379
30379,B,18671
18671,B,1136
1136,D,245
245,D,13765
13765,D,26564
26564,C,18159
18159,B,35967
35967,C,17123
17123,C,14704
14704,B,20132
20132,B,12335
12335,B,35422
35422,D,14175
14175,B,22861
22861,A,16730
16730,B,8754
8754,D,6713
6713,C,40114
40114,C,15551
15551,D,26574
26574,B,29357
29357,D,20648
20648,D,23733
23733,D,35863
35863,C,29631
29631,C,5289
5289,C,10773
10773,D,40371
40371,A,15
15,B,29684
29684,B,29749
29749,B,29075
29075,C,244
244,A,415
415,B,1852
1852,C,25673
25673,C,3279
3279,C,36397
36397,A,1806
1806,B,983
983,A,15536
15536,B,12734
12734,C,10994
10994,D,28299
28299,D,34177
34177,C,26309
26309,A,35642
35642,C,39479
39479,A,25414
25414,C,10204
10204,B,25054
25054,B,53
53,B,29426
29426,B,7792
7792,B,8630
8630,A,18056
18056,D,11663
11663,D,17980
17980,D,17419
17419,A,22044
22044,B,6665
6665,A,6168
6168,B,10119
10119,D,5766
5766,B,30839
30839,C,10548
10548,B,29997
29997,D,32690
32690,B,5941
5941,C,30374
30374,A,8276
8276,B,20038
20038,D,2121
2121,C,17831
17831,A,743
743,C,34840
34840,A,3143
3143,B,1977
1977,B,33310
33310,A,27102
27102,D,10736
10736,C,17367
17367,C,39422
39422,B,38699
38699,D,23711
23711,D,7067
7067,B,15764
15764,D,33920
33920,C,23588
23588,A,31723
31723,D,14969
14969,D,377
377,A,36436
36436,A,23630
23630,D,33108
33108,B,26273
26273,D,32715
32715,A,22105
22105,B,17961
17961,A,37194
37194,C,11478
11478,B,24772
24772,B,16238
16238,C,12138
12138,A,1612
1612,B,22108
22108,A,5975
5975,A,3289
3289,C,22618
22618,B,37793
37793,B,28903
28903,C,31877
31877,A,14168
14168,D,27317
27317,D,29569
29569,D,36388
36388,C,32904
32904,A,4343
4343,C,29304
29304,A,15497
15497,A,34564
34564,B,3285
3285,A,3297
3297,A,802
802,C,25416
25416,D,34898
34898,C,15269
15269,B,17128
17128,D,16008
16008,D,31730
31730,B,13317
13317,C,25989
25989,A,15505
15505,C,28052
28052,A,36625
36625,A,706
706,D,9165
9165,A,1618
1618,B,17415
17415,C,30269
30269,C,37885
37885,C,5319
5319,A,21144
21144,C,11065
11065,B,31114
31114,D,9713
9713,B,6449
6449,D,23015
23015,D,12547
12547,A,34225
34225,D,850
850,D,6108
6108,B,35995
35995,D,38774
38774,D,34568
34568,D,20414
20414,C,32668
32668,B,8848
8848,A,36013
36013,C,7686
7686,A,39035
39035,B,8341
8341,A,32136
32136,B,13550
13550,D,34851
34851,A,27754
27754,B,27638
27638,D,3031
3031,A,27845
27845,C,4062
4062,B,31751
31751,C,24723
24723,A,7849
7849,B,11901
11901,A,34247
34247,B,37407
37407,A,20073
20073,C,39155
39155,A,19426
19426,D,31074
31074,C,32374
32374,A,15412
15412,C,35637
35637,D,27364
27364,D,13180
13180,B,29200
29200,D,6785
6785,C,4846
4846,D,36495
36495,D,1794
1794,A,10979
10979,D,34522
34522,B,8581
8581,A,2114
2114,A,7084
7084,A,2428
2428,A,28294
28294,C,33147
33147,D,3903
3903,A,1101
1101,A,773
773,A,34071
34071,D,38284
38284,B,2512
2512,B,4985
4985,D,31526
31526,C,38327
38327,B,23479
23479,B,29673
29673,D,16760
16760,A,13552
13552,D,21044
21044,D,30591
30591,C,8185
8185,D,7411
7411,C,2783
2783,A,35790
35790,C,12617
12617,A,6051
6051,D,31278
31278,B,12832
12832,A,15444
15444,C,24796
24796,C,19826
19826,A,15975
15975,D,30292
30292,D,20668
20668,A,3271
3271,B,22435
22435,C,22981
22981,B,16813
16813,B,17078
17078,D,16049
16049,A,14090
14090,C,17997
17997,A,19438
19438,D,460
460,B,15317
15317,C,1923
1923,B,32670
32670,A,30467
30467,C,13867
13867,A,12721
12721,D,20056
20056,B,20445
20445,D,18523
18523,B,21233
21233,B,15230
15230,B,29525
29525,C,1427
1427,A,5508
5508,D,40738
40738,C,39495
39495,C,28675
28675,B,19569
19569,D,14480
14480,B,17966
17966,A,38607
38607,D,16133
16133,C,25
25,D,20592
20592,A,31314
31314,A,14853
14853,C,35008
35008,A,4416
4416,C,31214
31214,C,13453
13453,A,7405
7405,D,5542
5542,A,13749
13749,B,38423
38423,D,34357
34357,D,25975
25975,B,10156
10156,C,13420
13420,A,108
108,B,27032
27032,A,1043
1043,B,19011
19011,C,15556
15556,C,17677
17677,B,22877
22877,B,15285
15285,A,16165
16165,D,10553
10553,D,1306
1306,D,913
913,B,26860
26860,D,30796
30796,D,4133
4133,D,24619
24619,C,10396
10396,D,33774
33774,D,37810
37810,A,4401
4401,A,36532
36532,C,28022
28022,D,16190
16190,A,2954
2954,B,31902
31902,D,28
28,B,39689
39689,B,25255
25255,C,13248
13248,C,8859
8859,D,37001
37001,C,17009
17009,D,34206
34206,D,28999
28999,D,34339
34339,C,8772
8772,B,5686
5686,A,16220
16220,D,22376
22376,C,20168
20168,A,25092
25092,C,14570
14570,B,8159
8159,B,10955
10955,C,4367
4367,A,10612
10612,A,33876
33876,A,13076
13076,A,3383
3383,A,30679
30679,B,15791
15791,A,1191
1191,C,17702
17702,A,30283
30283,A,39469
39469,D,8603
8603,D,17554
17554,B,38149
